t_saat,KOI_giris,NH4_giris,PO4_giris,DO,KOI_cikis,NH4_cikis,PO4_cikis,SO2,SF,SA,SNH4,SNO3,SPO4,SALK,SN2,XI,XS,XH,XPAO,XPP,XPHA,XAUT,XTSS,XMeOH,XMeP
7834,483.52,36.726,6.021,3.475,107.429,24.762,0.386,3.475,1.042,0.111,24.762,4.197,0.386,5.547,32.817,1887.057,276.622,1528.862,1195.279,80.542,26.339,78.635,4589.798,18.095,150.493
7835,306.918,32.591,5.412,3.417,96.458,23.385,0.427,3.417,1.037,0.097,23.385,4.159,0.427,5.582,32.539,1887.953,286.634,1535.051,1198.052,81.056,26.164,78.739,4607.841,18.185,150.549
7836,338.885,26.227,5.758,3.587,103.168,20.815,0.28,3.587,1.017,0.073,20.815,4.387,0.28,5.585,32.239,1886.774,283.915,1541.114,1200.73,81.952,21.369,78.865,4612.494,19.294,149.019
7837,163.721,30.48,5.109,3.93,92.126,17.161,0.2,3.93,0.964,0.039,17.161,5.547,0.2,5.372,32.418,1884.758,266.7,1548.401,1202.61,82.869,13.769,79.104,4604.014,21.26,146.13
7838,225.741,26.119,4.117,4.194,91.546,13.967,0.238,4.194,0.897,0.028,13.967,6.829,0.238,5.09,33.049,1882.234,239.835,1554.069,1201.17,83.569,8.145,79.365,4583.879,23.165,143.203
7839,231.556,18.692,4.079,4.189,93.73,11.95,0.329,4.189,0.85,0.028,11.95,6.628,0.329,5.026,33.75,1879.957,220.273,1555.608,1197.622,83.823,7.502,79.486,4565.928,23.495,142.567
7840,195.594,27.366,4.022,4.286,93.413,9.813,0.335,4.286,0.82,0.027,9.813,6.098,0.335,5.025,34.018,1877.313,205.228,1556.572,1193.987,84.118,6.596,79.59,4550.502,23.835,141.967
7841,180.56,26.496,5.472,4.599,87.29,7.615,0.344,4.599,0.771,0.021,7.615,6.749,0.344,4.841,34.268,1874.254,185.304,1558.65,1189.139,84.7,4.37,79.8,4530.646,25.446,139.499
7842,163.635,30.217,5.997,4.866,88.839,5.362,0.437,4.866,0.71,0.016,5.362,8.032,0.437,4.557,34.841,1871.307,163.232,1559.808,1182.708,85.236,3.253,80.046,4507.456,27.07,136.91
7843,242.782,29.767,5.976,5.056,94.742,3.842,0.481,5.056,0.661,0.014,3.842,8.734,0.481,4.344,35.597,1868.754,144.506,1558.153,1176.026,85.653,3.024,80.19,4484.708,27.877,135.48
7844,259.841,36.691,6.27,4.913,99.115,4.047,0.478,4.913,0.639,0.016,4.047,7.843,0.478,4.35,36.21,1867.027,135.497,1552.391,1170.552,85.737,4.282,80.158,4467.806,26.825,136.798
7845,308.479,41.768,5.522,5.418,96.165,2.852,0.43,5.418,0.601,0.011,2.852,8.877,0.43,4.088,36.636,1864.237,122.599,1550.075,1164.573,86.48,2.137,80.352,4448.85,28.485,134.126
7846,319.278,40.351,6.591,5.208,98.765,2.912,0.558,5.208,0.579,0.014,2.912,8.963,0.558,3.991,37.318,1862.57,115.212,1543.932,1158.036,86.424,4.04,80.334,4431.589,27.822,134.787
7847,331.215,45.293,6.849,4.962,102.776,4.48,0.408,4.962,0.589,0.017,4.48,7.911,0.408,4.096,37.675,1861.932,116.887,1535.874,1154.766,86.425,5.172,80.309,4423.55,25.926,137.401
7848,491.092,50.405,7.924,5.162,124.06,4.464,0.372,5.162,0.577,0.014,4.464,8.622,0.372,3.945,37.97,1860.365,113.271,1531.44,1150.633,86.948,3.593,80.504,4412.403,26.622,136.237
7849,551.221,48.19,8.087,0.258,124.966,7.969,0.838,0.258,0.572,0.053,7.969,4.225,0.838,4.409,40.331,1859.643,118.307,1521.563,1145.234,86.606,6.686,79.873,4402.252,25.729,137.307
7850,566.722,49.121,7.995,0.178,124.444,12.83,2.351,0.178,0.731,0.193,12.83,0.698,2.351,4.952,41.108,1860.944,134.599,1507.305,1141.799,84.109,17.798,79.22,4399.787,20.209,145.079
7851,548.285,45.312,8.288,0.132,115.239,18.447,8.37,0.132,0.982,0.486,18.447,0.129,8.37,5.327,39.035,1863.146,159.43,1488.248,1136.351,76.241,42.896,78.536,4390.694,11.427,157.516
7852,555.225,55.357,8.848,0.111,126.898,24.501,18.231,0.111,1.193,0.792,24.501,0.083,18.231,5.683,36.281,1866.584,192.239,1469.434,1129.767,64.755,76.226,77.812,4379.913,5.472,166.12
7853,531.774,48.607,9.088,0.1,124.813,30.774,28.013,0.1,1.368,1.041,30.774,0.065,28.013,5.999,33.634,1870.335,228.784,1452.855,1122.848,52.767,110.791,77.056,4371.439,3.454,169.248
7854,532.805,50.529,7.343,0.093,124.431,35.494,35.893,0.093,1.517,1.308,35.494,0.054,35.893,6.193,31.539,1873.633,260.938,1437.671,1115.936,41.297,143.999,76.303,4360.911,2.708,170.567
7855,509.001,42.723,6.232,3.015,112.191,32.693,17.98,3.015,1.176,0.268,32.693,3.557,17.98,6.079,30.503,1877.42,272.367,1447.288,1126.939,54.236,132.806,76.676,4426.086,3.959,169.107
7856,425.247,50.547,8.07,2.969,107.608,31.024,5.663,2.969,1.18,0.236,31.024,3.621,5.663,6.183,30.641,1881.368,291.925,1455.885,1134.722,63.964,125.849,76.771,4484.931,6.928,165.281
7857,371.051,53.044,6.096,3.211,101.331,30.399,0.355,3.211,1.141,0.156,30.399,3.837,0.355,6.12,30.636,1883.491,300.231,1464.45,1143.071,70.302,115.745,76.895,4520.567,12.376,157.902
7858,410.497,46.003,7.259,3.318,105.773,29.95,0.234,3.318,1.127,0.13,29.95,4.156,0.234,5.947,30.801,1884.416,299.007,1472.153,1151.415,71.955,104.023,77.024,4531.801,16.192,152.68
7859,290.022,34.102,6.455,3.261,102.298,28.873,0.251,3.261,1.119,0.125,28.873,3.894,0.251,5.944,30.922,1885.672,300.208,1478.662,1158.717,73.1,95.336,77.095,4544.203,17.673,150.778
7860,386.776,33.996,4.545,3.292,107.08,26.209,0.21,3.292,1.127,0.127,26.209,3.6,0.21,5.971,30.669,1885.959,299.255,1484.417,1165.553,74.197,84.754,77.138,4551.941,18.987,149.137
7861,253.27,30.582,5.094,3.367,99.822,23.338,0.176,3.367,1.112,0.103,23.338,3.641,0.176,5.935,30.399,1886.621,301.081,1490.685,1172.288,74.95,73.565,77.198,4560.895,20.234,147.5
7862,278.401,30.469,3.892,3.533,93.495,20.361,0.134,3.533,1.09,0.082,20.361,4.003,0.134,5.812,30.34,1885.544,289.547,1496.619,1179.016,75.68,59.026,77.286,4555.938,21.687,145.441
7863,227.88,15.46,4.693,3.733,88.736,17.096,0.113,3.733,1.051,0.06,17.096,4.658,0.113,5.573,30.623,1884.04,271.92,1502.747,1185.48,76.187,43.776,77.418,4544.808,23.048,143.361
7864,195.199,34.111,5.518,3.862,90.664,13.534,0.117,3.862,1.0,0.048,13.534,5.004,0.117,5.342,31.094,1882.261,252.287,1507.047,1190.234,76.559,30.482,77.521,4529.754,23.776,142.171
7865,219.738,20.796,3.972,4.097,94.049,11.387,0.12,4.097,0.948,0.039,11.387,5.359,0.12,5.147,31.547,1880.027,230.744,1510.67,1192.965,77.111,18.425,77.635,4511.659,24.838,140.476
7866,224.406,18.724,4.742,4.338,94.434,9.031,0.155,4.338,0.878,0.03,9.031,5.947,0.155,4.933,32.069,1877.893,209.802,1513.5,1192.609,77.565,10.44,77.78,4492.735,25.922,138.74
7867,280.664,21.687,5.26,4.643,100.958,6.338,0.217,4.643,0.812,0.024,6.338,6.818,0.217,4.695,32.7,1875.823,189.504,1515.943,1189.288,78.036,6.03,77.96,4473.438,27.136,136.758
7868,303.148,37.467,6.18,4.728,106.954,4.655,0.31,4.728,0.766,0.023,4.655,7.048,0.31,4.564,33.435,1874.506,174.446,1515.997,1184.553,78.201,5.618,78.055,4457.111,27.049,136.643
7869,387.684,36.334,5.934,4.802,109.714,4.338,0.344,4.802,0.739,0.023,4.338,6.965,0.344,4.506,34.066,1873.691,163.677,1515.211,1180.369,78.362,5.421,78.122,4444.456,26.521,137.217
7870,357.878,39.266,6.768,5.137,104.646,3.243,0.349,5.137,0.699,0.017,3.243,8.146,0.349,4.272,34.699,1872.354,149.509,1516.114,1175.69,78.835,3.852,78.31,4429.526,27.422,135.655
7871,430.184,44.998,7.618,4.899,115.063,3.593,0.452,4.899,0.678,0.021,3.593,8.082,0.452,4.229,35.481,1872.246,142.449,1512.549,1171.31,78.638,6.205,78.312,4418.217,25.888,137.632
7872,402.879,55.884,6.595,4.989,109.807,4.098,0.333,4.989,0.668,0.019,4.098,8.132,0.333,4.175,36.157,1872.342,137.866,1509.86,1168.89,78.955,5.475,78.409,4411.023,25.299,138.315
7873,544.704,54.993,8.66,4.731,124.924,5.671,0.452,4.731,0.666,0.025,5.671,7.906,0.452,4.19,36.772,1873.092,137.085,1505.881,1166.058,78.884,7.328,78.483,4406.293,23.962,140.127
7874,498.443,62.55,8.45,4.518,122.53,8.482,0.447,4.518,0.695,0.034,8.482,7.248,0.447,4.285,37.164,1875.233,144.498,1502.929,1165.127,78.984,9.031,78.584,4412.131,22.24,142.58
7875,538.489,54.448,7.176,4.244,126.333,12.332,0.539,4.244,0.74,0.049,12.332,6.432,0.539,4.428,37.245,1878.305,156.531,1501.311,1164.926,79.071,11.752,78.692,4424.715,20.38,145.322
7876,504.609,59.817,10.011,4.136,118.611,15.555,0.486,4.136,0.784,0.056,15.555,5.994,0.486,4.541,37.051,1881.719,170.314,1501.946,1165.589,79.542,12.973,78.845,4441.685,19.512,146.702
7877,479.501,54.735,7.958,3.979,114.54,18.615,0.573,3.979,0.82,0.065,18.615,5.658,0.573,4.653,36.765,1885.162,182.963,1503.316,1166.386,80.09,14.743,78.993,4459.219,18.689,148.075
7878,401.887,58.445,8.129,3.885,110.867,21.439,0.528,3.885,0.847,0.066,21.439,5.274,0.528,4.784,36.284,1888.451,194.898,1505.31,1167.56,80.859,15.914,79.128,4477.224,18.211,148.982
7879,641.31,44.378,7.174,3.774,138.004,23.846,0.606,3.774,0.904,0.099,23.846,4.946,0.606,4.98,35.699,1891.696,206.195,1508.007,1168.669,81.598,16.88,79.261,4494.883,18.141,149.289
7880,546.157,51.088,7.355,3.645,125.278,24.202,0.685,3.645,0.959,0.121,24.202,4.877,0.685,5.1,35.273,1897.016,225.194,1513.672,1170.595,82.06,20.421,79.425,4524.118,17.646,150.186
7881,394.373,54.558,7.018,3.432,105.947,25.55,0.819,3.432,0.998,0.128,25.55,4.34,0.819,5.339,34.742,1902.474,244.204,1518.778,1172.928,82.351,25.542,79.517,4553.934,16.532,151.973
7882,379.198,36.229,5.351,3.523,100.81,26.62,0.411,3.523,0.982,0.093,26.62,4.294,0.411,5.516,33.948,1905.512,251.869,1524.159,1175.981,83.618,24.523,79.639,4573.045,17.314,151.094
7883,268.576,33.757,5.515,3.555,93.028,25.033,0.354,3.555,0.966,0.074,25.033,4.313,0.354,5.634,33.334,1907.29,253.798,1528.436,1178.328,84.436,21.821,79.748,4582.67,18.409,149.764
7884,347.936,24.177,5.84,3.687,104.923,22.254,0.306,3.687,0.952,0.067,22.254,4.439,0.306,5.646,32.798,1907.646,248.181,1532.456,1179.775,85.346,17.213,79.867,4583.463,19.864,147.843
7885,292.824,26.377,4.968,3.753,95.154,18.711,0.345,3.753,0.932,0.06,18.711,4.601,0.345,5.617,32.507,1908.383,244.018,1536.362,1180.078,85.998,14.556,79.995,4585.04,20.638,146.802
7886,279.52,23.333,6.515,3.866,98.257,15.67,0.341,3.866,0.909,0.051,15.67,4.794,0.341,5.589,32.328,1908.569,237.088,1539.879,1179.531,86.621,11.961,80.127,4582.847,21.277,145.781
7887,187.45,22.131,4.079,4.185,87.166,12.347,0.286,4.185,0.862,0.031,12.347,5.733,0.286,5.38,32.471,1907.607,221.033,1544.268,1177.943,87.485,7.929,80.349,4572.351,22.708,143.526
7888,241.856,27.6,4.878,4.33,92.651,9.635,0.359,4.33,0.812,0.026,9.635,6.43,0.359,5.169,32.957,1906.068,201.585,1546.469,1174.144,87.969,6.137,80.541,4555.14,23.781,141.758
7889,207.54,24.445,4.916,4.48,92.812,7.838,0.385,4.48,0.771,0.022,7.838,6.67,0.385,4.997,33.448,1904.632,185.041,1547.278,1169.711,88.404,5.167,80.696,4538.807,24.566,140.425
7890,149.576,28.541,4.069,4.772,89.649,5.797,0.4,4.772,0.722,0.017,5.797,7.488,0.4,4.75,34.0,1902.658,166.167,1548.119,1164.309,88.978,3.617,80.905,4519.295,26.009,138.099
7891,310.524,36.28,5.745,5.019,104.855,4.008,0.487,5.019,0.67,0.014,4.008,8.419,0.487,4.491,34.723,1900.417,146.815,1547.422,1157.701,89.421,2.947,81.085,4496.822,27.437,135.777
7892,247.273,30.632,6.065,5.041,95.807,3.534,0.494,5.041,0.638,0.014,3.534,8.38,0.494,4.382,35.493,1899.113,134.815,1543.665,1151.805,89.613,3.577,81.133,4478.97,27.429,135.556
7893,350.213,44.33,6.861,4.954,105.23,3.955,0.457,4.954,0.625,0.017,3.955,7.739,0.457,4.381,36.006,1898.485,129.035,1538.185,1147.13,89.718,4.326,81.138,4466.035,26.548,136.653
7894,395.513,36.26,5.963,4.968,116.999,4.445,0.437,4.968,0.617,0.017,4.445,7.711,0.437,4.327,36.342,1898.035,125.695,1533.737,1142.82,89.981,4.328,81.237,4456.243,26.195,137.0
7895,449.964,36.936,6.79,4.885,123.285,4.762,0.463,4.885,0.617,0.02,4.762,7.789,0.463,4.28,36.73,1898.212,124.948,1529.287,1138.97,90.071,5.184,81.345,4449.393,25.467,137.875
7896,488.633,46.35,7.12,4.804,117.711,5.083,0.445,4.804,0.63,0.023,5.083,7.708,0.445,4.262,37.094,1899.111,127.321,1525.199,1136.315,90.142,6.122,81.448,4446.966,24.45,139.195
7897,478.087,47.681,7.998,0.182,121.523,10.978,1.845,0.182,0.727,0.154,10.978,1.39,1.845,5.057,39.138,1901.618,146.771,1514.141,1132.849,88.258,15.236,80.622,4450.627,20.665,144.603
7898,418.565,52.835,8.473,0.132,113.781,17.231,6.826,0.132,1.004,0.472,17.231,0.131,6.826,5.502,37.336,1903.908,170.124,1496.562,1127.285,81.738,36.78,79.897,4443.551,13.004,155.572
7899,554.055,62.48,8.575,0.116,122.325,23.652,13.71,0.116,1.143,0.662,23.652,0.095,13.71,5.815,35.081,1906.203,191.759,1478.215,1121.232,73.366,62.468,79.181,4429.885,7.079,164.117
7900,678.638,48.703,9.617,0.09,135.308,32.079,26.053,0.09,1.498,1.47,32.079,0.052,26.053,6.09,32.227,1912.09,234.662,1460.534,1113.292,58.914,102.114,78.377,4421.424,3.909,168.907
7901,524.544,44.795,7.818,0.084,127.672,37.424,37.505,0.084,1.669,1.733,37.424,0.043,37.505,6.21,29.838,1919.433,287.455,1446.359,1104.968,43.292,144.639,77.542,4421.453,2.659,171.03
7902,568.549,54.194,7.657,0.079,125.001,40.572,45.03,0.079,1.804,2.098,40.572,0.038,45.03,6.261,28.258,1924.379,322.123,1432.798,1097.226,30.016,181.442,76.746,4411.007,2.202,172.017
7903,511.899,57.929,8.018,2.95,125.111,36.781,23.066,2.95,1.275,0.303,36.781,3.831,23.066,6.038,28.03,1928.673,325.338,1448.148,1109.562,45.599,164.72,77.169,4481.992,3.335,170.638
7904,456.598,37.561,5.412,3.003,112.971,34.698,7.018,3.003,1.172,0.185,34.698,4.604,7.018,5.982,29.135,1932.11,327.64,1458.801,1119.121,58.556,150.752,77.368,4537.112,6.143,166.807
7905,443.26,40.101,7.946,2.941,116.92,32.134,0.785,2.941,1.265,0.242,32.134,3.665,0.785,6.039,29.904,1936.34,339.454,1467.234,1126.279,64.937,144.618,77.401,4578.425,11.037,160.199
7906,472.238,37.567,6.297,3.07,112.316,29.185,0.357,3.07,1.279,0.232,29.185,3.536,0.357,5.982,29.92,1940.144,349.7,1478.036,1134.059,67.197,137.901,77.478,4607.677,15.058,154.834
7907,397.996,21.926,7.441,3.177,105.747,25.62,0.268,3.177,1.227,0.171,25.62,4.0,0.268,5.903,30.186,1942.98,350.441,1488.822,1142.611,68.522,129.466,77.611,4626.35,17.188,151.95
7908,313.214,32.488,3.983,3.259,96.097,21.223,0.209,3.259,1.18,0.125,21.223,4.218,0.209,5.809,30.585,1944.531,343.872,1497.981,1150.995,69.502,119.123,77.722,4634.992,18.272,150.425
7909,289.25,28.646,5.329,3.434,99.969,18.013,0.138,3.434,1.151,0.092,18.013,4.534,0.138,5.68,30.96,1944.44,328.848,1506.403,1159.59,70.243,104.363,77.839,4631.914,19.817,148.179
7910,121.843,23.214,5.094,3.525,89.674,15.377,0.116,3.525,1.114,0.071,15.377,4.624,0.116,5.56,31.349,1943.433,308.938,1512.931,1167.474,70.86,88.563,77.92,4621.174,21.027,146.362
7911,134.608,24.458,4.848,3.792,89.047,12.449,0.078,3.792,1.101,0.059,12.449,4.863,0.078,5.387,31.658,1940.591,278.58,1518.712,1174.905,71.74,68.374,77.996,4597.883,23.193,143.116
7912,83.764,13.423,3.653,3.928,88.329,9.904,0.075,3.928,1.04,0.049,9.904,4.944,0.075,5.228,31.99,1937.418,247.965,1522.214,1180.805,72.461,49.515,78.032,4571.079,25.022,140.318
7913,199.081,23.035,5.33,4.094,93.577,7.338,0.08,4.094,0.975,0.047,7.338,4.74,0.08,5.12,32.138,1934.308,220.101,1523.569,1184.872,73.078,32.685,78.02,4543.763,26.601,137.886
7914,292.56,28.168,5.418,4.358,98.467,5.353,0.1,4.358,0.895,0.039,5.353,5.145,0.1,4.974,32.28,1931.589,198.153,1525.166,1187.573,73.642,18.674,78.066,4521.843,27.827,135.915
7915,305.904,24.72,4.598,4.643,101.153,3.905,0.146,4.643,0.819,0.03,3.905,5.991,0.146,4.79,32.666,1929.604,180.858,1526.444,1187.439,73.937,10.467,78.151,4504.073,28.175,135.126
7916,243.683,29.683,5.839,4.891,93.342,2.871,0.205,4.891,0.764,0.024,2.871,6.629,0.205,4.636,33.224,1928.01,166.403,1526.394,1184.598,74.067,7.141,78.196,4487.672,28.014,135.056
7917,340.667,39.769,5.66,4.833,100.634,3.068,0.282,4.833,0.731,0.026,3.068,6.383,0.282,4.626,33.777,1926.904,157.008,1523.505,1180.853,73.977,7.094,78.148,4473.805,26.751,136.661
7918,372.372,50.725,6.459,5.204,107.177,2.603,0.273,5.204,0.692,0.019,2.603,7.356,0.273,4.442,34.258,1925.062,144.278,1522.965,1176.97,74.446,4.411,78.262,4458.313,27.519,135.305
7919,478.391,52.494,7.043,5.246,116.277,2.404,0.395,5.246,0.65,0.018,2.404,8.415,0.395,4.254,34.911,1923.429,132.182,1520.613,1171.47,74.614,4.753,78.317,4441.338,27.729,134.686
7920,358.553,54.619,7.667,5.004,105.466,3.614,0.377,5.004,0.638,0.019,3.614,8.409,0.377,4.227,35.732,1923.314,128.939,1515.315,1168.251,74.519,6.254,78.332,4432.26,26.083,136.83
7921,403.298,53.375,8.009,4.948,115.618,4.927,0.333,4.948,0.63,0.018,4.927,8.526,0.333,4.175,36.473,1923.136,126.495,1510.679,1165.977,74.692,6.132,78.443,4424.912,25.123,138.042
7922,512.404,51.832,9.524,4.579,117.853,7.803,0.466,4.579,0.652,0.031,7.803,7.585,0.466,4.32,37.002,1923.974,131.185,1504.798,1164.022,74.576,8.694,78.486,4424.117,22.978,141.098
7923,497.837,48.459,7.738,4.426,114.552,10.649,0.438,4.426,0.696,0.041,10.649,6.728,0.438,4.513,37.136,1925.613,142.642,1502.238,1163.575,74.959,9.861,78.605,4434.033,21.458,143.374
7924,458.466,53.386,6.728,4.319,114.045,12.492,0.449,4.319,0.728,0.044,12.492,6.494,0.449,4.613,37.132,1927.23,153.338,1501.492,1163.27,75.389,10.703,78.773,4444.825,20.654,144.634
7925,526.609,46.43,8.429,4.01,117.182,15.458,0.642,4.01,0.796,0.075,15.458,5.558,0.642,4.857,36.839,1929.59,168.961,1500.823,1163.285,75.47,14.149,78.863,4460.995,19.149,147.001
7926,633.278,47.943,8.62,3.796,140.187,17.797,0.736,3.796,0.892,0.119,17.797,4.837,0.736,5.119,36.183,1933.134,192.033,1503.548,1164.414,75.942,17.85,78.978,4489.008,18.046,148.838
7927,519.818,46.839,7.453,3.535,114.037,19.804,0.949,3.535,0.984,0.155,19.804,4.365,0.949,5.358,35.426,1938.185,221.217,1508.502,1166.37,76.302,23.667,79.084,4526.53,16.719,151.043
7928,430.574,44.66,7.389,3.476,114.256,21.341,0.634,3.476,1.0,0.128,21.341,4.177,0.634,5.494,34.556,1941.957,244.351,1514.22,1169.269,77.372,26.539,79.192,4560.169,16.533,151.658
7929,489.272,40.312,5.471,3.493,119.297,21.8,0.472,3.493,1.018,0.12,21.8,4.269,0.472,5.578,33.862,1944.033,256.789,1519.94,1172.414,78.462,25.768,79.315,4582.113,17.348,150.754
7930,329.821,38.806,6.332,3.534,102.988,21.211,0.389,3.534,1.0,0.091,21.211,4.479,0.389,5.602,33.466,1945.689,263.894,1526.296,1175.571,79.219,24.789,79.455,4599.065,18.025,149.913
7931,349.466,35.15,6.169,3.527,104.695,20.637,0.372,3.527,0.993,0.083,20.637,4.31,0.372,5.634,33.054,1945.758,264.973,1530.729,1177.941,79.974,22.496,79.544,4607.09,18.531,149.305
7932,293.748,24.191,5.593,3.692,97.764,18.931,0.292,3.692,0.974,0.066,18.931,4.56,0.292,5.58,32.689,1944.9,261.289,1536.144,1179.873,80.964,18.068,79.681,4610.47,19.745,147.602
7933,290.922,18.602,4.539,3.684,95.095,16.105,0.366,3.684,0.957,0.068,16.105,4.515,0.366,5.584,32.495,1943.512,254.495,1539.984,1180.396,81.487,16.053,79.779,4608.683,20.128,147.072
7934,243.309,25.087,5.25,3.862,93.042,12.717,0.303,3.862,0.929,0.052,12.717,4.654,0.303,5.526,32.261,1941.455,245.52,1544.225,1180.421,82.141,13.062,79.896,4604.245,20.987,145.785
7935,249.027,14.423,3.753,4.082,93.929,10.005,0.291,4.082,0.889,0.039,10.005,5.201,0.291,5.378,32.292,1938.761,230.985,1547.993,1179.09,82.799,9.458,80.046,4592.965,22.207,143.916
7936,170.063,18.994,3.758,4.384,89.718,6.872,0.297,4.384,0.843,0.028,6.872,6.009,0.297,5.157,32.616,1935.858,212.816,1551.58,1175.972,83.393,6.349,80.224,4576.935,23.836,141.426
7937,213.398,17.94,3.828,4.429,94.346,5.011,0.383,4.429,0.805,0.029,5.011,5.817,0.383,5.048,32.984,1933.134,196.098,1551.764,1171.408,83.585,6.15,80.266,4558.634,24.235,140.712
7938,268.128,27.007,4.664,4.803,98.304,3.286,0.368,4.803,0.767,0.024,3.286,6.076,0.368,4.885,33.22,1929.861,178.864,1552.835,1166.55,84.094,4.459,80.341,4539.774,25.561,138.618
7939,190.35,28.581,4.564,4.933,92.214,2.5,0.44,4.933,0.729,0.022,2.5,6.33,0.44,4.754,33.644,1927.141,163.836,1552.249,1161.107,84.29,4.688,80.34,4521.387,25.949,137.809
7940,330.415,34.086,6.545,5.237,100.542,1.936,0.419,5.237,0.69,0.019,1.936,6.838,0.419,4.599,34.086,1924.273,147.928,1551.019,1155.759,84.689,3.74,80.341,4501.48,26.761,136.371
7941,328.239,41.163,6.743,5.001,105.465,2.5,0.502,5.001,0.664,0.022,2.5,6.683,0.502,4.556,34.567,1922.426,139.639,1546.379,1150.816,84.601,5.424,80.253,4486.13,25.719,137.644
7942,281.745,39.442,6.911,4.971,98.534,3.287,0.396,4.971,0.65,0.02,3.287,6.855,0.396,4.489,34.911,1920.728,135.426,1541.947,1147.38,84.865,5.254,80.29,4475.556,25.012,138.507
7943,439.302,47.537,9.229,4.838,115.439,4.314,0.464,4.838,0.643,0.023,4.314,7.014,0.464,4.456,35.265,1919.103,132.787,1537.17,1143.571,85.061,5.705,80.352,4465.738,24.395,139.274
7944,453.144,52.174,8.216,4.667,127.244,5.965,0.497,4.667,0.654,0.027,5.965,6.988,0.497,4.475,35.589,1918.331,135.782,1533.116,1140.821,85.346,6.688,80.453,4463.264,23.351,140.698
7945,423.651,56.31,6.872,0.195,119.2,11.67,1.266,0.195,0.707,0.125,11.67,1.5,1.266,5.12,38.024,1917.889,148.022,1523.439,1137.144,84.714,11.905,79.709,4461.219,21.519,143.236
7946,532.646,40.547,9.217,0.143,124.915,17.077,4.585,0.143,0.942,0.399,17.077,0.164,4.585,5.451,37.377,1917.408,161.37,1507.092,1132.188,80.435,27.616,79.057,4448.893,16.006,150.924
7947,455.451,49.275,8.651,0.122,121.902,22.293,11.39,0.122,1.081,0.575,22.293,0.106,11.39,5.759,35.452,1918.115,182.147,1488.122,1126.246,72.064,53.464,78.37,4433.545,8.601,161.438
7948,488.017,59.195,8.194,0.112,119.793,27.414,18.881,0.112,1.194,0.705,27.414,0.086,18.881,6.037,33.565,1918.774,204.706,1470.604,1120.363,63.272,80.556,77.664,4418.762,4.988,166.696
7949,496.508,59.119,8.469,0.103,123.234,33.193,26.812,0.103,1.332,0.929,33.193,0.07,26.812,6.252,31.808,1919.602,228.758,1453.937,1114.126,53.357,110.147,76.944,4402.689,3.564,168.919
7950,553.686,42.692,6.709,0.085,124.446,39.207,36.297,0.085,1.63,1.739,39.207,0.044,36.297,6.442,29.681,1921.674,264.969,1437.732,1106.215,39.75,147.764,76.158,4388.351,2.73,170.492
7951,600.466,46.277,8.688,2.867,121.495,35.497,19.002,2.867,1.336,0.425,35.497,3.185,19.002,6.336,28.809,1924.974,288.588,1450.737,1116.34,50.982,140.421,76.462,4461.516,3.902,169.333
7952,468.092,43.258,6.522,2.904,111.358,32.851,7.38,2.904,1.276,0.315,32.851,3.587,7.38,6.323,29.263,1928.353,314.567,1462.607,1124.449,59.932,135.919,76.586,4527.161,6.426,166.136
7953,458.611,38.328,7.364,2.987,104.543,30.449,0.773,2.987,1.258,0.252,30.449,3.576,0.773,6.296,29.625,1929.953,331.275,1472.767,1132.291,66.914,130.474,76.683,4574.892,11.02,159.967
7954,409.786,39.676,5.089,3.054,113.231,28.035,0.404,3.054,1.251,0.214,28.035,3.471,0.404,6.226,29.762,1930.728,345.212,1482.619,1139.735,68.847,125.638,76.755,4603.815,14.759,155.145
7955,371.993,36.211,5.131,3.159,107.873,25.91,0.262,3.159,1.227,0.171,25.91,3.616,0.262,6.153,29.828,1930.308,350.857,1492.01,1147.487,70.108,117.278,76.84,4621.545,17.212,151.941
7956,357.171,33.779,5.721,3.231,100.636,23.533,0.219,3.231,1.199,0.142,23.533,3.861,0.219,6.044,30.033,1928.979,347.14,1501.181,1155.423,70.932,107.364,76.94,4629.502,18.717,149.976
